date,station_code,period_window,year,month,dow,PM2.5,NO2,CO,NO,NOX_final,PM2.5_AB_imputed,NO2_AB_imputed,CO_AB_imputed,NO_AB_imputed,NOX_final_AB_imputed
2024-03-04 12:00:00,CE,baseline_MarJul2024,2024,3,0,,61.8,3.33,26.5,88.3,False,False,False,False,False
2024-03-04 13:00:00,CE,baseline_MarJul2024,2024,3,0,,47.3,2.85,13.7,61.0,False,False,False,False,False
2024-03-04 14:00:00,CE,baseline_MarJul2024,2024,3,0,,38.3,2.66,9.0,47.3,False,False,False,False,False
2024-03-04 15:00:00,CE,baseline_MarJul2024,2024,3,0,,28.6,2.52,6.8,35.4,False,False,False,False,False
2024-03-04 16:00:00,CE,baseline_MarJul2024,2024,3,0,,23.6,2.46,6.0,29.6,False,False,False,False,False
2024-03-04 17:00:00,CE,baseline_MarJul2024,2024,3,0,,19.7,2.35,5.7,25.4,False,False,False,False,False
2024-03-04 18:00:00,CE,baseline_MarJul2024,2024,3,0,,17.7,2.35,4.7,22.4,False,False,False,False,False
2024-03-04 19:00:00,CE,baseline_MarJul2024,2024,3,0,,18.3,2.4,4.2,22.5,False,False,False,False,False
2024-03-04 20:00:00,CE,baseline_MarJul2024,2024,3,0,,15.3,2.36,3.8,19.1,False,False,False,False,False
2024-03-04 21:00:00,CE,baseline_MarJul2024,2024,3,0,,20.2,2.42,4.1,24.299999999999997,False,False,False,False,False
2024-03-04 22:00:00,CE,baseline_MarJul2024,2024,3,0,,10.6,2.24,3.6,14.2,False,False,False,False,False
2024-03-04 23:00:00,CE,baseline_MarJul2024,2024,3,0,,11.2,2.25,3.5,14.7,False,False,False,False,False
2024-03-05 00:00:00,CE,baseline_MarJul2024,2024,3,1,,12.8,2.25,3.1,15.9,False,False,False,False,False
2024-03-05 01:00:00,CE,baseline_MarJul2024,2024,3,1,,15.6,2.27,3.3,18.9,False,False,False,False,False
2024-03-05 02:00:00,CE,baseline_MarJul2024,2024,3,1,,10.2,2.19,3.2,13.399999999999999,True,False,False,False,False
2024-03-05 03:00:00,CE,baseline_MarJul2024,2024,3,1,,15.7,2.21,3.3,19.0,False,False,False,False,False
2024-03-05 04:00:00,CE,baseline_MarJul2024,2024,3,1,,13.0,2.25,3.3,16.3,False,False,False,False,False
2024-03-05 05:00:00,CE,baseline_MarJul2024,2024,3,1,,12.9,2.32,3.3,16.2,False,False,False,False,False
2024-03-05 06:00:00,CE,baseline_MarJul2024,2024,3,1,,24.7,2.34,18.6,43.3,False,False,False,False,False
2024-03-05 07:00:00,CE,baseline_MarJul2024,2024,3,1,,28.0,2.51,39.9,67.9,False,False,False,False,False
2024-03-05 08:00:00,CE,baseline_MarJul2024,2024,3,1,,30.2,2.69,58.3,88.5,False,False,False,False,False
2024-03-05 09:00:00,CE,baseline_MarJul2024,2024,3,1,,37.9,2.88,65.9,103.80000000000001,False,False,False,False,False
2024-03-05 10:00:00,CE,baseline_MarJul2024,2024,3,1,,43.4,3.22,56.2,99.6,False,False,False,False,False
2024-03-05 11:00:00,CE,baseline_MarJul2024,2024,3,1,,43.3,2.8,31.3,74.6,False,False,False,False,False
2024-03-05 12:00:00,CE,baseline_MarJul2024,2024,3,1,,32.5,2.38,14.4,46.9,False,False,False,False,False
2024-03-05 13:00:00,CE,baseline_MarJul2024,2024,3,1,,29.6,2.35,10.3,39.900000000000006,False,False,False,False,False
2024-03-05 14:00:00,CE,baseline_MarJul2024,2024,3,1,,18.6,2.12,6.4,25.0,False,False,False,False,False
2024-03-05 15:00:00,CE,baseline_MarJul2024,2024,3,1,,14.7,2.04,5.1,19.799999999999997,False,False,False,False,False
2024-03-05 16:00:00,CE,baseline_MarJul2024,2024,3,1,,12.2,2.02,4.3,16.5,False,False,False,False,False
2024-03-05 17:00:00,CE,baseline_MarJul2024,2024,3,1,,13.3,2.09,4.1,17.4,False,False,False,False,False
2024-03-05 18:00:00,CE,baseline_MarJul2024,2024,3,1,,13.2,2.13,4.0,17.2,False,False,False,False,False
2024-03-05 19:00:00,CE,baseline_MarJul2024,2024,3,1,,14.2,2.17,4.0,18.2,False,False,False,False,False
2024-03-05 20:00:00,CE,baseline_MarJul2024,2024,3,1,,14.0,2.18,3.7,17.7,False,False,False,False,False
2024-03-05 21:00:00,CE,baseline_MarJul2024,2024,3,1,,10.1,2.12,3.4,13.5,True,False,False,False,False
2024-03-05 22:00:00,CE,baseline_MarJul2024,2024,3,1,,8.0,2.09,3.1,11.1,False,False,False,False,False
2024-03-05 23:00:00,CE,baseline_MarJul2024,2024,3,1,,5.4,2.06,2.9,8.3,False,False,False,False,False
2024-03-06 00:00:00,CE,baseline_MarJul2024,2024,3,2,,5.3,2.05,2.8,8.1,True,False,False,False,False
2024-03-06 01:00:00,CE,baseline_MarJul2024,2024,3,2,,5.0,2.06,2.7,7.7,True,False,False,False,False
2024-03-06 02:00:00,CE,baseline_MarJul2024,2024,3,2,,14.6,2.1,3.2,17.8,False,False,False,False,False
2024-03-06 03:00:00,CE,baseline_MarJul2024,2024,3,2,,24.6,2.19,5.6,30.200000000000003,False,False,False,False,False
2024-03-06 04:00:00,CE,baseline_MarJul2024,2024,3,2,,16.8,2.27,3.2,20.0,False,False,False,False,False
2024-03-06 05:00:00,CE,baseline_MarJul2024,2024,3,2,,21.3,2.67,3.6,24.900000000000002,False,False,False,False,False
2024-03-06 06:00:00,CE,baseline_MarJul2024,2024,3,2,,22.2,2.32,8.3,30.5,False,False,False,False,False
2024-03-06 07:00:00,CE,baseline_MarJul2024,2024,3,2,,23.9,2.44,8.8,32.7,False,False,False,False,False
2024-03-06 08:00:00,CE,baseline_MarJul2024,2024,3,2,,23.8,2.67,12.3,36.1,False,False,False,False,False
2024-03-06 09:00:00,CE,baseline_MarJul2024,2024,3,2,,16.5,1.8,14.2,30.7,False,False,False,False,False
2024-03-06 10:00:00,CE,baseline_MarJul2024,2024,3,2,,21.6,2.325,14.65,36.45,True,True,True,True,True
2024-03-06 11:00:00,CE,baseline_MarJul2024,2024,3,2,,23.85,2.31,13.2,37.8,True,True,True,True,True
2024-03-06 12:00:00,CE,baseline_MarJul2024,2024,3,2,,25.1,2.21,11.75,38.0,True,True,True,True,True
2024-03-06 13:00:00,CE,baseline_MarJul2024,2024,3,2,,35.6,1.58,11.0,46.6,False,False,False,False,False
2024-03-06 14:00:00,CE,baseline_MarJul2024,2024,3,2,,28.9,1.6,6.4,35.3,False,False,False,False,False
2024-03-06 15:00:00,CE,baseline_MarJul2024,2024,3,2,,15.7,1.45,3.6,19.3,False,False,False,False,False
2024-03-06 16:00:00,CE,baseline_MarJul2024,2024,3,2,,10.6,1.48,3.4,14.0,False,False,False,False,False
2024-03-06 17:00:00,CE,baseline_MarJul2024,2024,3,2,,8.2,1.48,3.1,11.299999999999999,False,False,False,False,False
2024-03-06 18:00:00,CE,baseline_MarJul2024,2024,3,2,,9.2,1.54,3.3,12.5,False,False,False,False,False
2024-03-06 19:00:00,CE,baseline_MarJul2024,2024,3,2,,10.3,1.6,3.0,13.3,False,False,False,False,False
2024-03-06 20:00:00,CE,baseline_MarJul2024,2024,3,2,,12.5,1.65,2.9,15.4,False,False,False,False,False
2024-03-06 21:00:00,CE,baseline_MarJul2024,2024,3,2,,9.9,1.61,3.0,12.9,False,False,False,False,False
2024-03-06 22:00:00,CE,baseline_MarJul2024,2024,3,2,,7.4,1.64,2.8,10.2,False,False,False,False,False
2024-03-06 23:00:00,CE,baseline_MarJul2024,2024,3,2,,6.8,1.7,2.8,9.6,False,False,False,False,False
2024-03-07 00:00:00,CE,baseline_MarJul2024,2024,3,3,,10.5,1.78,2.9,13.4,False,False,False,False,False
2024-03-07 01:00:00,CE,baseline_MarJul2024,2024,3,3,,9.3,1.81,2.9,12.200000000000001,False,False,False,False,False
2024-03-07 02:00:00,CE,baseline_MarJul2024,2024,3,3,,5.7,1.77,2.7,8.4,False,False,False,False,False
2024-03-07 03:00:00,CE,baseline_MarJul2024,2024,3,3,,4.7,1.78,2.7,7.4,False,False,False,False,False
2024-03-07 04:00:00,CE,baseline_MarJul2024,2024,3,3,,9.3,1.8,4.6,13.9,True,False,False,False,False
2024-03-07 05:00:00,CE,baseline_MarJul2024,2024,3,3,,5.5,1.82,2.7,8.2,True,False,False,False,False
2024-03-07 06:00:00,CE,baseline_MarJul2024,2024,3,3,,7.6,1.86,2.8,10.399999999999999,True,False,False,False,False
2024-03-07 07:00:00,CE,baseline_MarJul2024,2024,3,3,,13.1,1.94,4.7,17.8,False,False,False,False,False
2024-03-07 08:00:00,CE,baseline_MarJul2024,2024,3,3,,18.4,2.16,11.5,29.9,False,False,False,False,False
2024-03-07 09:00:00,CE,baseline_MarJul2024,2024,3,3,,17.8,2.24,12.3,30.1,False,False,False,False,False
2024-03-07 10:00:00,CE,baseline_MarJul2024,2024,3,3,,21.5,2.34,18.5,40.0,False,False,False,False,False
2024-03-07 11:00:00,CE,baseline_MarJul2024,2024,3,3,,20.4,2.31,11.9,32.3,False,False,False,False,False
2024-03-07 12:00:00,CE,baseline_MarJul2024,2024,3,3,,21.2,2.35,10.0,31.2,False,False,False,False,False
2024-03-07 13:00:00,CE,baseline_MarJul2024,2024,3,3,,30.9,2.48,9.1,40.0,False,False,False,False,False
2024-03-07 14:00:00,CE,baseline_MarJul2024,2024,3,3,,37.6,2.5,9.2,46.8,False,False,False,False,False
2024-03-07 15:00:00,CE,baseline_MarJul2024,2024,3,3,,25.3,2.43,4.3,29.6,False,False,False,False,False
2024-03-07 16:00:00,CE,baseline_MarJul2024,2024,3,3,,19.9,2.34,3.6,23.5,False,False,False,False,False
2024-03-07 17:00:00,CE,baseline_MarJul2024,2024,3,3,,19.8,2.36,3.7,23.5,False,False,False,False,False
2024-03-07 18:00:00,CE,baseline_MarJul2024,2024,3,3,,18.4,2.34,3.6,22.0,False,False,False,False,False
2024-03-07 19:00:00,CE,baseline_MarJul2024,2024,3,3,,19.1,2.36,3.5,22.6,False,False,False,False,False
2024-03-07 20:00:00,CE,baseline_MarJul2024,2024,3,3,,19.3,2.33,3.1,22.400000000000002,False,False,False,False,False
2024-03-07 21:00:00,CE,baseline_MarJul2024,2024,3,3,,24.5,2.41,3.4,27.9,False,False,False,False,False
2024-03-07 22:00:00,CE,baseline_MarJul2024,2024,3,3,,19.7,2.35,3.6,23.3,False,False,False,False,False
2024-03-07 23:00:00,CE,baseline_MarJul2024,2024,3,3,,28.9,2.41,4.4,33.3,False,False,False,False,False
2024-03-08 00:00:00,CE,baseline_MarJul2024,2024,3,4,,39.6,2.54,7.6,47.2,False,False,False,False,False
2024-03-08 01:00:00,CE,baseline_MarJul2024,2024,3,4,,32.3,2.56,3.9,36.199999999999996,False,False,False,False,False
2024-03-08 02:00:00,CE,baseline_MarJul2024,2024,3,4,,33.0,2.59,4.0,37.0,False,False,False,False,False
2024-03-08 03:00:00,CE,baseline_MarJul2024,2024,3,4,,36.3,2.61,10.0,46.3,False,False,False,False,False
2024-03-08 04:00:00,CE,baseline_MarJul2024,2024,3,4,,33.7,2.59,16.4,50.1,False,False,False,False,False
2024-03-08 05:00:00,CE,baseline_MarJul2024,2024,3,4,,29.6,2.46,4.1,33.7,False,False,False,False,False
2024-03-08 06:00:00,CE,baseline_MarJul2024,2024,3,4,,28.0,2.59,4.8,32.8,False,False,False,False,False
2024-03-08 07:00:00,CE,baseline_MarJul2024,2024,3,4,,32.1,2.89,18.5,50.6,False,False,False,False,False
2024-03-08 08:00:00,CE,baseline_MarJul2024,2024,3,4,,33.6,3.17,53.7,87.30000000000001,False,False,False,False,False
2024-03-08 09:00:00,CE,baseline_MarJul2024,2024,3,4,,38.3,3.51,84.6,122.89999999999999,False,False,False,False,False
2024-03-08 10:00:00,CE,baseline_MarJul2024,2024,3,4,,44.6,3.55,68.8,113.4,False,False,False,False,False
2024-03-08 11:00:00,CE,baseline_MarJul2024,2024,3,4,,30.1,2.61,23.0,53.1,False,False,False,False,False
2024-03-08 12:00:00,CE,baseline_MarJul2024,2024,3,4,,11.1,2.12,7.2,18.3,False,False,False,False,False
2024-03-08 13:00:00,CE,baseline_MarJul2024,2024,3,4,,10.4,2.08,6.8,17.2,False,False,False,False,False
2024-03-08 14:00:00,CE,baseline_MarJul2024,2024,3,4,,11.1,2.1,6.7,17.8,False,False,False,False,False
2024-03-08 15:00:00,CE,baseline_MarJul2024,2024,3,4,,17.7,2.11,8.9,26.6,False,False,False,False,False
2024-03-08 16:00:00,CE,baseline_MarJul2024,2024,3,4,,12.6,2.12,5.4,18.0,False,False,False,False,False
2024-03-08 17:00:00,CE,baseline_MarJul2024,2024,3,4,,13.6,2.2,4.6,18.2,False,False,False,False,False
2024-03-08 18:00:00,CE,baseline_MarJul2024,2024,3,4,,12.7,2.18,4.0,16.7,False,False,False,False,False
2024-03-08 19:00:00,CE,baseline_MarJul2024,2024,3,4,,12.7,2.19,3.6,16.3,False,False,False,False,False
2024-03-08 20:00:00,CE,baseline_MarJul2024,2024,3,4,,14.4,2.22,3.4,17.8,False,False,False,False,False
2024-03-08 21:00:00,CE,baseline_MarJul2024,2024,3,4,,12.3,2.17,3.3,15.600000000000001,False,False,False,False,False
2024-03-08 22:00:00,CE,baseline_MarJul2024,2024,3,4,,13.7,2.19,3.2,16.9,False,False,False,False,False
2024-03-08 23:00:00,CE,baseline_MarJul2024,2024,3,4,,13.7,2.2,3.3,17.0,False,False,False,False,False
2024-03-09 00:00:00,CE,baseline_MarJul2024,2024,3,5,,17.7,2.25,3.2,20.9,False,False,False,False,False
2024-03-09 01:00:00,CE,baseline_MarJul2024,2024,3,5,,30.9,2.5,14.9,45.8,False,False,False,False,False
2024-03-09 02:00:00,CE,baseline_MarJul2024,2024,3,5,,26.3,2.81,11.6,37.9,False,False,False,False,False
2024-03-09 03:00:00,CE,baseline_MarJul2024,2024,3,5,,17.1,2.69,3.3,20.400000000000002,False,False,False,False,False
2024-03-09 04:00:00,CE,baseline_MarJul2024,2024,3,5,,10.1,2.28,3.2,13.3,False,False,False,False,False
2024-03-09 05:00:00,CE,baseline_MarJul2024,2024,3,5,,6.4,2.13,3.2,9.600000000000001,False,False,False,False,False
2024-03-09 06:00:00,CE,baseline_MarJul2024,2024,3,5,,9.4,2.15,3.1,12.5,False,False,False,False,False
2024-03-09 07:00:00,CE,baseline_MarJul2024,2024,3,5,,10.5,2.18,3.1,13.6,False,False,False,False,False
2024-03-09 08:00:00,CE,baseline_MarJul2024,2024,3,5,,14.2,2.4,4.3,18.5,False,False,False,False,False
2024-03-09 09:00:00,CE,baseline_MarJul2024,2024,3,5,,14.6,2.32,9.4,24.0,False,False,False,False,False
2024-03-09 10:00:00,CE,baseline_MarJul2024,2024,3,5,,13.2,2.32,9.1,22.299999999999997,False,False,False,False,False
2024-03-09 11:00:00,CE,baseline_MarJul2024,2024,3,5,,10.4,2.35,8.1,18.5,False,False,False,False,False
2024-03-09 12:00:00,CE,baseline_MarJul2024,2024,3,5,,8.9,2.24,6.9,15.8,False,False,False,False,False
2024-03-09 13:00:00,CE,baseline_MarJul2024,2024,3,5,,7.0,2.2,5.3,12.3,False,False,False,False,False
2024-03-09 14:00:00,CE,baseline_MarJul2024,2024,3,5,,8.6,2.24,5.2,13.8,False,False,False,False,False
2024-03-09 15:00:00,CE,baseline_MarJul2024,2024,3,5,,9.3,2.24,4.9,14.200000000000001,False,False,False,False,False
2024-03-09 16:00:00,CE,baseline_MarJul2024,2024,3,5,,10.2,2.24,4.1,14.299999999999999,False,False,False,False,False
2024-03-09 17:00:00,CE,baseline_MarJul2024,2024,3,5,,11.1,2.25,3.8,14.899999999999999,False,False,False,False,False
2024-03-09 18:00:00,CE,baseline_MarJul2024,2024,3,5,,11.3,2.24,3.5,14.8,False,False,False,False,False
2024-03-09 19:00:00,CE,baseline_MarJul2024,2024,3,5,,15.6,2.28,3.4,19.0,False,False,False,False,False
2024-03-09 20:00:00,CE,baseline_MarJul2024,2024,3,5,,12.3,2.25,4.5,16.8,False,False,False,False,False
2024-03-09 21:00:00,CE,baseline_MarJul2024,2024,3,5,,7.8,2.2,3.0,10.8,False,False,False,False,False
2024-03-09 22:00:00,CE,baseline_MarJul2024,2024,3,5,,5.6,2.19,2.7,8.3,False,False,False,False,False
2024-03-09 23:00:00,CE,baseline_MarJul2024,2024,3,5,,4.7,2.18,2.6,7.300000000000001,True,False,False,False,False
2024-03-10 00:00:00,CE,baseline_MarJul2024,2024,3,6,,4.3,2.17,2.5,6.8,False,False,False,False,False
2024-03-10 01:00:00,CE,baseline_MarJul2024,2024,3,6,,4.8,2.17,2.5,7.3,False,False,False,False,False
2024-03-10 02:00:00,CE,baseline_MarJul2024,2024,3,6,,4.6,2.17,2.4,7.0,False,False,False,False,False
2024-03-10 03:00:00,CE,baseline_MarJul2024,2024,3,6,,4.4,2.16,2.4,6.800000000000001,False,False,False,False,False
2024-03-10 04:00:00,CE,baseline_MarJul2024,2024,3,6,,3.7,2.15,2.4,6.1,False,False,False,False,False
2024-03-10 05:00:00,CE,baseline_MarJul2024,2024,3,6,,3.1,2.14,2.4,5.5,False,False,False,False,False
2024-03-10 06:00:00,CE,baseline_MarJul2024,2024,3,6,,4.4,2.17,2.4,6.800000000000001,False,False,False,False,False
